word,meaning,last_time,interval
soar,急上昇する；空高く飛ぶ,1785784632.0333745,8
cosmetic,化粧の，美容の；うわべの,1785777627.6876574,128
oppose,に反対する；を対抗［対比］させる,1785777647.3822613,128
particle,（微）粒子；ほんのわずか,1785780963.5036755,32
request,に（...するように）頼む（to do）；を要請する,1785776451.1617243,256
originate,"""生じる, 起こる, 始まる, 起源がある""",1785779219.8354337,64
conflict,争い；論争；不一致,1785776455.483147,256
recipe,調理法，レシピ；手順；秘訣,1785776459.1534586,256
gallery,美術館，画廊；観客，ギャラリー；回廊,1785779227.7588944,64
reduce,を減らす；を（～に）変える（to）,1785776462.5863338,256
despair,絶望,1785780969.4119272,32
draft,下書き；為替手形；隙間風,1785780972.7878582,32
supervisor,監督者；指導教員,1785782724.0796895,16
estimate,と推定する；を見積もる；を評価する,1785928325.9132047,2
attorney,【米】 弁護士；代理人,1785780978.0836325,32
pessimistic,悲観的な（⇔ optimistic ⇒ 882）,1785784638.1903384,8
rigid,厳しい；硬直した,1785780986.8756926,32
exhaust,を疲れ果てさせる；を使い尽くす；排気する,1785784642.3697386,8
rescue,を救う,1785780990.614058,32
mental,精神の；知能の；頭の中で行う,1785779233.580093,64
increase,増加する（⇔ decrease ⇒ 223）；を増やす,1785777652.839473,128
sociology,社会学,1785777658.0886254,128
version,（本・製品などの）版；解釈,1785777664.2289386,128
ancient,古代の；昔からの,1785776466.5830863,256
create,を創り出す；を引き起こす,1785779237.329521,64
bleed,出血する,1785780993.4052675,32
breathe,呼吸する；を吸う,1785779240.9512246,64
humble,謙虚な；質素な；身分が低い,1785777669.5913842,128
deprive,から（権利などを）奪う,1785782739.702197,16
launch,を開始する；を売り出す；を発射する,1785776097.6591306,512
insert,を挿入する,1785780997.1692846,32
constant,絶え間ない；一定の,1785776101.6250277,512
react,反応する；化学反応を起こす,1785775746.308154,2048
suicide,自殺；自殺的行為,1785781000.6032252,32
roam,（を）歩き回る；放浪する,1785776471.7812214,256
parallel,（～と）平行［並行］の（to）；類似した,1785779250.9613125,64
precious,貴重な；高価な（≒ valuable）,1785779296.5733538,64
bond,絆；債券；束縛；接着剤,1785777673.415239,128
odor,におい；気配,1785781004.2548385,32
defect,欠陥；不足,1785782744.088857,16
contend,と主張する；競う,1785784646.709759,8
immune,（～に対して）免疫を持つ（to）；（～を）免れた（from）,1785777677.8139305,128
spouse,配偶者,1785781007.999396,32
overcome,を克服する,1785776477.1518815,256
thought,考え；思考,1785781011.405571,32
collective,集団の，共同の,1785777683.9574475,128
struggle,闘い；懸命の努力,1785781015.5073655,32
attempt,を試みる，企てる,1785776105.6231434,512
plunge,（～に）（を）突っ込む（into）；没頭する；陥る,1785775831.9318368,1024
amuse,をおもしろがらせる，楽しませる,1785777688.0401876,128
bury,を埋める；を埋葬する；を隠す,1785777694.6116068,128
formation,形成；構成（物）；隊列,1785779303.4010286,64
contribute,貢献する，一因となる；（を）寄付する；（を）寄稿する,1785781020.8986495,32
frighten,（人）を怖がらせる,1785776481.1241982,256
worth,（...する）に値する（doing）；の価値がある,1785776484.04559,256
dismiss,（意見など）を退ける；を解雇する,1785782752.4006205,16
frequent,頻繁な,1785777705.3151772,128
stain,を汚す；に着色する,1785784650.8792222,8
numerous,非常に数の多い,1785779308.6194997,64
funeral,葬式,1785777709.676122,128
jealous,嫉妬深い；用心深い,1785779314.0258307,64
violate,（法律・規則など）に違反する；を侵害する,1785781029.2183604,32
refuse,を拒む；を断る；拒絶する,1785777713.9714825,128
swift,素早い,1785779320.7662437,64
sculpture,彫刻（作品）,1785776487.2354136,256
reluctant,気が進まない，嫌がる（⇔ willing ⇒ 298）,1785784656.689323,8
suspect,ではないかと思う；（人）を疑う,1785928329.3916397,2
assault,に暴行する；を攻撃する,1785928334.8301563,2
rob,から（金品を）奪う,1785779324.294801,64
counterpart,相当する物［人］,1785781041.7019918,32
metaphor,隠喩；比喩,1785781045.9431918,32
personnel,〔集合的に〕職員，社員,1785781053.3184268,32
lean,傾く；寄りかかる；をもたせかける,1785781057.4091175,32
possess,を所有している；の心をとらえる,1785782766.755464,16
transaction,（商）取引；（人と人との）交流,1785779375.1739287,64
issue,問題（点）；発行（物）；発表,1785779379.8313777,64
toxic,有毒な；中毒性の,1785777719.9618812,128
ambiguous,あいまいな；多義的な,1785777732.873582,128
consent,同意，承諾,1785779395.0595517,64
purchase,を購入する,1785776490.2835333,256
priority,優先（事項）,1785781065.0226014,32
tempt,を（...する）気にさせる（to do）；を引きつける,1785928342.1906161,2
flap,パタパタ動く；羽ばたく（≒ flutter）；をパタパタ動かす,1785779398.5152457,64
wilderness,荒野；（庭・町などの）放置された部分,1785781071.3159018,32
territory,領土；（活動の）領域；（動物の）テリトリー,1785779401.7489946,64
boast,を誇る；（を）自慢する,1785782790.4528582,16
mutual,相互の；共通の,1785782795.9769814,16
dump,を投棄する；をどさっと落とす,1785779406.2362566,64
timber,【英】 木材（≒ 【米】lumber）；樹木,1785776494.0005918,256
statistics,統計；統計学,1785776497.4852998,256
compromise,妥協する；を危うくする,1785782799.9958997,16
grant,（人）に（許可・権利など）を与える；を認める,1785776501.3327715,256
dare,あえて［思い切って］...する,1785779409.3705745,64
endanger,を危険にさらす,1785779412.3904645,64
cattle,〔集合的に〕牛,1785781074.6722887,32
arrange,の段取りをつける；を手配する；を配置する,1785779416.9666836,64
seize,をつかむ；を奪い取る；を没収する,1785928348.7301178,1
beverage,（水以外の）飲み物，飲料,1785782820.0945876,16
premium,保険料；プレミア；景品,1785779419.9980955,64
royal,王の,1785779422.4192443,64
depression,憂うつ；うつ病；不況；低気圧,1785781083.8916814,32
restrain,を制止する；を規制する,1785776110.3688326,512
opponent,（試合・論争などの）相手；反対者,1785785475.6071398,4
modest,謙虚な（≒ humble）；適度な；質素な,1785784659.7812676,8
fake,偽の；見せかけだけの,1785779426.0542052,64
investigate,を調査する；を究明する；（～を）調査する（into）,1785928354.1792023,2
predict,を予言［予測］する,1785779430.9615705,64
compare,を比較する；を（～に）たとえる（to）,1785777736.9953556,128
sewage,下水,1785779435.0751436,64
fade,薄れる；衰える,1785775751.187188,2048
roar,うなる，ほえる；大笑いする,1785777742.4911084,128
odd,奇妙な（≒ strange）；奇数の,1785779438.8882446,64
involve,を関与させる；を伴う,1785775763.0868795,2048
explicit,明白な（⇔ implicit ⇒ 1795）；率直な,1785781087.5689485,32
arrest,を逮捕する；を止める；（注意）を引く,1785781092.5998158,32
diminish,を減らす；減少する（≒decrease）,1785785853.4520967,2
due,予定された；（支払）期日で；しかるべき,1785779459.764891,64
rebel,反逆者,1785781097.791378,32
concern,〔受身形で〕心配している；〔受身形で〕（～に）関係する（with）；に関連する,1785779474.9942477,64
adapt,適応する；を（～に）適合させる（to）,1785928357.9329505,2
convey,を伝える；を運ぶ，運搬する,1785777746.5438068,128
sensible,賢明な；実用的な；顕著な,1785781102.5615742,32
humanity,人類；人間性；人情；〔（the） ～ties〕人文科学,1785779478.486013,64
symptom,症状；兆候（≒ sign）,1785781105.7010343,32
knit,を編む；を結合する；編み物をする,1785776504.9910789,256
article,記事；条項；品物,1785777750.1999078,128
fortune,財産；幸運（≒ luck）；運命,1785776509.594471,256
secure,を確保する；を守る,1785777759.1296966,128
tropical,熱帯の,1785779482.503698,64
participate,参加する,1785777763.4870186,128
spin,回転する；を回転させる；（糸）を紡ぐ,1785784663.022079,8
republic,共和国；共和制,1785781109.6034596,32
yawn,あくびをする,1785776113.7398722,512
resolve,を解決する；を決意する；を議決する,1785776513.8254175,256
forecast,を予想［予測］する,1785784674.3320944,8
exact,正確な；まさにその,1785779490.8884537,64
blossom,花が咲く（≒ bloom）；発展する,1785777774.6766326,128
moderate,適度な；穏健な,1785781115.8733675,32
beat,を打ち負かす；（を）打つ，たたく,1785779494.0362506,64
script,台本；筆跡,1785777784.5851324,128
emphasize,を強調する；を重視する,1785781120.174091,32
dense,密集した，密度の高い；（霧などが）濃い,1785784680.5939665,8
sibling,きょうだい（の1人）,1785782823.6425655,16
doctrine,教義；【米】（政策上の）主義,1785779551.207839,64
cease,をやめる；終わる,1785928363.661375,2
status,地位；状態,1785779557.9254208,64
intimate,親密な；密接な,1785785872.075237,2
innovation,革；機軸,1785777796.430396,128
resume,（を）再開する；を取り戻す,1785781125.3474689,32
crude,大まかな；粗野な；未精製の,1785928368.3719523,1
sum,（金）額；合計；要点,1785776517.1319468,256
agriculture,農業；農学，畜産,1785777803.1074963,128
respect,を尊敬する；を尊重する,1785776520.3360333,256
sacrifice,犠牲；いけにえ,1785928373.332338,1
surplus,余剰（⇔ shortage 不足），過剰；黒字,1785776523.4548542,256
enrich,を豊かにする；（物質）を濃縮化する,1785777814.7700121,128
swear,（～を）ののしる（at）；（を）誓う（≒ vow）,1785784695.8966057,8
succeed,（～に）成功する（in）；（～を）継承する（to）,1785776527.8822827,256
medieval,中世の；時代遅れの,1785782830.524915,16
prefer,のほうを好む,1785779561.715657,64
tap,を軽くたたく；（液体）を出す；を盗聴する,1785777821.3813002,128
custom,（社会的な）慣習；〔～s〕税関；〔～s〕関税,1785775835.702416,1024
fantasy,空想；幻想；幻想的作品,1785777827.940675,128
expel,を追放する；を吐き出す,1785782835.0099447,16
deny,を否定する；を拒む,1785776531.4846637,256
ideal,理想的な；観念的な,1785779601.50595,64
fulfill,を実現させる；を果たす；を満たす,1785781131.8077283,32
crisis,危機,1785781136.7951488,32
log,〔log onで〕ログオンする；を記録する,1785781139.3930583,32
shame,恥；残念なこと,1785777833.6826727,128
enforce,を施行［実施］する；を（～に）強制する（on / upon）,1785777839.1165352,128
illustrate,を説明する；に挿絵を入れる,1785776537.7647324,256
absurd,ばかげた；不合理な,1785781143.0326886,32
industry,産業；勤勉（≒ diligence）,1785777842.769476,128
pitch,を投げる；倒れる；縦揺れする,1785854619.1620293,64
enhance,（価値など）を高める，増す,1785779605.0402148,64
prevail,普及している；支配的である；（～に）打ち勝つ（over）,1785781153.161564,32
curse,悪態，ののしりの言葉；呪い；〔通例a ～〕災い,1785782840.2766209,16
render,を（ある状態に）する；（援助など）を与える,1785785880.9906764,2
irrelevant,（～にとって）無関係の（to）；見当違いの,1785782853.0795262,16
surpass,を上回る,1785779612.7647974,64
sob,"""むせび泣く, 泣きじゃくる, 嗚咽する""",1785781161.441135,32
guilty,罪悪感のある；（～について）有罪の（of）,1785781165.3850727,32
entitle,に権利を与える；に題名をつける,1785784735.9927557,8
grab,をつかむ；を横取りする；を急いで食べる,1785928375.8890471,2
comply,従う，応じる,1785781168.2941935,32
drain,（液体）を流出させる；（液体が）流れ出る,1785782856.7968795,16
cooperation,協力，共同,1785784741.4663358,8
comprehend,を理解する,1785781181.7405045,32
prey,獲物；犠牲者,1785782860.0652027,16
vital,重要な,1785782863.2017713,16
distort,を歪める；歪む,1785782870.5677605,16
portray,～を描く,1785779622.0745757,64
revenge,復讐,1785777846.9537184,128
corrupt,を堕落させる；を買収する；堕落する,1785779627.0448434,64
civil,市民の；民間の；民事の（⇔ criminal 刑事の）,1785779630.7667875,64
revive,を復活させる；復活する,1785784745.6724014,8
assemble,を集める；を組み立てる；集まる,1785779770.0030835,64
spread,を広める；広がる,1785776541.6171677,256
empirical,経験的な；経験主義の,1785779778.3060179,64
exclaim,…と叫ぶ; …ということを突然叫ぶ,1785928379.207118,2
survey,を調査する；をじろじろ見る；を概観する,1785777850.3447258,128
stumble,よろけながら歩く；（～に）つまずく（on / over）,1785777859.2747922,128
pierce,"""を刺す, 貫く, 突き通す, …に穴をあける""",1785784749.4446297,8
convict,に有罪を宣告する,1785782900.3500793,16
precede,に先行する；に優先する,1785784753.326636,8
relate,を関連づける；（～に）関連する（to）,1785779781.5320785,64
vary,さまざまである；変わる；を変える,1785781193.6097026,32
resent,に憤慨する,1785781198.0250933,32
astronomy,天文学,1785779796.4259722,64
approximate,おおよその,1785781200.5683963,32
noble,高貴な；堂々とした；高潔な,1785776544.9030943,256
similar,似ている，類似した；同様の,1785776548.4928448,256
confuse,を混同する；を当惑させる,1785784758.278797,8
rotate,回転する；循環する；を回転させる,1785779802.637523,64
reception,反応；宴会；受付；受信（状態）,1785785489.9532156,4
appoint,を任命する；（日時・場所など）を指定する,1785784761.4797533,8
recite,を暗唱する；を詳述する,1785782907.1922512,16
consensus,総意；（意見の）一致,1785784765.8834305,8
prehistoric,有史以前の；旧式な,1785777864.0451157,128
compassion,同情,1785779806.7623613,64
criterion,（判断・評価の）基準,1785779824.459653,64
appreciate,を正当に評価する；を鑑賞する；を感謝する,1785776556.4517615,256
emotion,感情，情動；感動,1785781203.9026847,32
duty,義務；〔しばしば～ties〕職務；関税,1785777868.1743853,128
gravity,重力，引力；重量；重大さ,1785777871.7335649,128
mock,をばかにする（≒ make fun of）；のまねをしてからかう,1785777877.3946102,128
summon,"""招集する,呼び出す,召喚する""",1785779829.3290687,64
obstacle,（～に対する）障害（物）（to）,1785784768.9906485,8
rational,理性的な；合理的な,1785782912.059709,16
intense,強烈な；熱烈な,1785779899.885797,64
reveal,を明らかにする；を見せる,1785775846.9341872,1024
technology,科学技術；応用技術,1785779905.5561056,64
asteroid,小惑星（≒ minor planet）；ヒトデ（＝ starfish）,1785928383.508616,2
bet,と確信する，断言する；（金などを）かける,1785784772.8076952,8
elaborate,入念な；凝った,1785779911.028599,64
eloquent,雄弁な；説得力のある,1785781207.3367734,32
negative,否定的な；消極的な；（検査結果が）陰性の,1785779919.1174412,64
deserve,に値する,1785928390.646821,2
dispose,〔dispose ofで〕を処分する；を（...する）気にさせる（to do）；を配置する,1785777882.5286863,128
load,に積む；に負わせる,1785777886.9231,128
naked,裸の,1785779921.8972263,64
harm,害，損害,1785779924.7417357,64
compensate,補償する（≒ make up）；に償う,1785782944.8605275,16
quote,を引用する；を引き合いに出す,1785784777.9688852,8
nod,うなずく；会釈する；うとうとする,1785781210.7471108,32
hypothesis,仮説；憶測,1785781214.4660356,32
reward,報酬；報い,1785777892.980576,128
gain,を獲得する；（を）増す,1785779930.8368256,64
elect,を選出する,1785777908.9727566,128
carve,を彫る；を切り開く；（肉）を切り分ける,1785776560.9741528,256
courtesy,礼儀正しさ；好意；優遇,1785928397.619894,2
mill,製造工場；製粉所；粉ひき機,1785779933.508968,64
tighten,締め付ける,1785777913.5970728,128
worship,崇拝，礼拝（式）；賛美,1785779948.557006,64
cough,せきをする; せき払いする,1785777916.8883371,128
compliment,賛辞；表敬,1785785891.3797133,2
obey,に従う；に服従する,1785781232.6358323,32
statement,声明；主張；明細書,1785781239.3323512,32
rent,を賃借りする；を賃貸しする,1785781244.1483893,32
strain,に負担をかける；を緊張させる；を漉す,1785782950.547335,16
maximum,最大限（⇔ minimum ⇒ 653）,1785779951.5854747,64
starve,飢える；（～を）渇望する（for）；を飢えさせる,1785776567.6842976,256
imply,を暗に意味する；を必然的に伴う,1785777919.973573,128
panic,パニック（状態）；狼狽,1785777922.733084,128
snatch,"""をひったくる, 強奪する, かっぱらう; すばやく取る, ひっつかむ""",1785777926.9186792,128
fossil,化石；時代遅れの人［物］,1785776570.906532,256
sparkle,"""輝く, きらめく, きらきら光る""",1785775855.8660955,1024
evaluate,を評価する；を査定する,1785779954.7906778,64
incredible,信じられない；すばらしい,1785781261.9230018,32
bow,おじぎする；屈服する,1785779957.8302395,64
individual,個々の；個人の,1785779962.175203,64
obvious,明らかな（≒ clear）,1785928402.248489,2
cheat,をだます；不正をする,1785782964.5713966,16
bully,をいじめる；を脅す,1785784781.6881793,8
demonstrate,を論証［証明］する；デモをする,1785781272.8169653,32
seal,を密閉する；に封をする,1785785898.3368325,2
proclaim,"""を宣言する, 公布する; …と宣言する; AをCであると宣言する""",1785781285.6736944,32
refine,を洗練する；を精製する,1785777934.9030797,128
alternate,代わりの（≒ alternative）；交互の,1785777944.461601,128
insurance,保険；保険料；保険金,1785781291.9501352,32
mature,成熟した（⇔ immature 未熟な）；熟した,1785784785.6661828,8
crash,衝突する，墜落する；をぶつけて壊す,1785779965.5454159,64
erect,を建てる；を直立させる,1785785902.048194,2
inform,に知らせる；情報を提供する,1785782968.7773886,16
diversity,多様性；相違点,1785779969.0771198,64
preliminary,予備の，準備の,1785784791.0948224,8
meaningful,意味のある,1785779972.1200166,64
portion,部分；1人前；割り当て,1785777947.8070326,128
compulsory,義務的な，強制的な（⇔ voluntary ⇒ 1199）,1785784797.7673132,8
respond,反応する；答える,1785779977.370977,64
cue,合図；手がかり；（次の演技の）キュー,1785779981.3358364,64
ambition,（～に対する）願望，野望（for）；野心,1785776575.3452544,256
complicate,を複雑にする,1785776630.0344667,256
heritage,遺産,1785777951.1124666,128
phase,段階，局面；側面,1785784802.1629581,8
transparent,透明な；明快な,1785782979.8341641,16
overwhelm,を圧倒する；を（精神的に）打ちのめす,1785781299.8543038,32
reject,を拒否する,1785785905.7390234,2
pledge,を誓う，約束する；を与えることを約束する,1785781304.0398748,32
argue,"""と主張する（≒ claim ⇒ 110, maintain ⇒ 206）；議論する""",1785928406.4681196,2
access,利用，入手；接近（の機会・方法・権利）,1785779988.4730802,64
overtake,を追い抜く；に追いつく（≒ catch up with）；（災難・強い感情などが）を襲う,1785781309.5219684,32
license,免許（証）；許可,1785779990.9102418,64
undermine,を徐々にむしばむ；を侵食する,1785784806.0904856,8
ordinary,一般の，普通の；並の,1785779994.4269724,64
include,を含む（⇔ exclude ⇒ 1009）,1785776737.0802767,256
predator,捕食動物；略奪者,1785781312.4635646,32
tackle,に取り組む；と（～のことで）話をつける（about / on）,1785781316.2938104,32
facility,施設，設備；機能；才能,1785781320.0200622,32
interior,室内の；内部の（⇔ exterior 外部の）,1785781323.0702758,32
cast,を投じる；に役を当てる,1785784810.043231,8
rejoice,"""喜ぶ; …して喜ぶ, 歓喜する, うれしがる""",1785780002.5846949,64
brilliant,すばらしい；才能にあふれた；きらめく,1785776741.2287807,256
waste,を浪費する，無駄にする,1785781326.2211385,32
fundamental,基本的な；必須の,1785781347.5141132,32
laundry,洗濯（物）；クリーニング店,1785781351.517645,32
avoid,を避ける,1785777961.8619747,128
divine,神の；神にささげる,1785928409.6032815,2
desert,砂漠；不毛の地,1785781361.778112,32
slight,わずかな；取るに足らない,1785784830.9047854,8
novel,斬な，目しい,1785781366.4859252,32
deadline,締め切り,1785781372.998527,32
cognitive,認知の,1785781378.3768206,32
virtual,仮想の；事実上の,1785777969.7890909,128
merchandise,商品,1785780009.3603117,64
common,共通の；普通の；一般の,1785780019.308241,64
imperial,帝国の；皇帝の,1785777975.5074375,128
instruction,〔通例～s〕指示；〔～s〕（製品の）使用書,1785777982.1085615,128
subsequent,その後の,1785782986.0471504,16
stuff,（漠然と）物；素材；素質,1785780059.8001833,64
forbid,を禁じる（⇔permit 許可する）,1785781394.9326315,32
intelligible,（簡単に）理解できる,1785781399.7333694,32
attain,を獲得する，達成する；に達する,1785781413.2818165,32
capital,資本；首都；大文字（≒ capital letter）,1785780064.9743447,64
doubt,ではないと思う；を疑う,1785780068.3285534,64
fluent,流ちょうな,1785780071.8449397,64
polar,極地の；電極の,1785781416.2796266,32
breakdown,崩壊；（神経）衰弱；故障；内訳,1785781419.9141662,32
perspective,観点，見方；大局観；遠近法,1785782992.9900305,16
collapse,崩壊する；（人が）倒れる；を折り畳む,1785784835.771268,8
galaxy,星雲，銀河；〔the G～〕銀河系,1785781423.6514716,32
confine,を限定する；〔通例受身形で〕閉じ込められる,1785781426.9700184,32
situation,状況；（人の置かれた）立場,1785781435.6889408,32
mortal,致命的な（≒ fatal）；死すべき（運命の）（⇔ immortal 不死の）,1785783002.7149017,16
soak,を浸す；をずぶぬれにする；浸る,1785780075.9609504,64
merit,利点（⇔demerit 欠点）；功績；真価,1785781438.799045,32
audience,〔集合的に〕聴衆，観客；視聴者,1785780079.3706396,64
bribe,賄賂,1785776746.692186,256
congestion,混雑,1785780083.4873958,64
assist,（を）援助する；を手伝う,1785780087.6881547,64
poll,世論調査；投票（数）,1785780091.1612613,64
scatter,をまき散らす；分散する,1785781443.6099474,32
ubiquitous,至る所にある,1785780099.3760395,64
tend,傾向がある；を世話する,1785776116.7096004,512
acquire,を得る；を習得する,1785780102.9930892,64
anniversary,（～周年）記念日,1785776750.000658,256
garment,衣服,1785783006.4962409,16
dominate,を支配する；（～より）優勢である（over）,1785780108.5646603,64
public,公の（⇔ private 私的な）；公衆の；公開の,1785780112.7501967,64
awful,ひどい；嫌な；ものすごい,1785928413.494354,2
fatigue,疲労（≒exhaustion）,1785777990.2303264,128
revenue,歳入（⇔ expenditure 歳出）；収益,1785780116.649147,64
pollen,花粉,1785777996.615916,128
eclipse,（日食・月食などの）食；（名声などの）失墜,1785784840.9995613,8
describe,について述べる，を説明する,1785781452.7925818,32
cynical,冷笑的な，皮肉な,1785783011.6612487,16
dimension,側面，局面；次元；寸法,1785928418.9042838,1
relieve,を和らげる；〔受身形で〕（...して）安心する（to do）；を解放する,1785780123.8173175,64
outstanding,際立った；未払いの；未解決の,1785780127.198886,64
cluster,集団；（植物の）房，束,1785778006.262678,128
steady,着実な，一定の；安定した,1785784844.610235,8
breed,を繁殖させる，育てる；繁殖する,1785781455.6786528,32
lag,遅れる；徐々に弱まる,1785781458.3841844,32
envy,をうらやむ,1785781460.8176932,32
match,（と）合う；に匹敵する；一致する,1785781464.2954996,32
plague,疫病；（害虫などの）異常発生,1785781468.5924404,32
irony,皮肉,1785780130.474441,64
tomb,墓,1785778011.1586022,128
passion,情熱；熱中；激怒,1785778015.5498722,128
stir,をかき回す；を揺り動かす,1785780133.6678398,64
squeeze,押し入る；を押し込む；（を）搾る；（を）強く押す,1785781472.0473793,32
conceive,（を）思いつく；と想像する；（を）妊娠する,1785783022.6737566,16
navigate,（を）誘導する；（を）操縦する；（を）航行する,1785781475.1148002,32
erase,を消す,1785781478.105336,32
force,に強いる；を強要する,1785778018.3204842,128
integrate,を統合する；融合する,1785780150.5181446,64
awkward,気まずい；ぎこちない；厄介な,1785778021.5945933,128
shelter,避難（所），保護,1785780154.2032309,64
govern,（を）統治する、支配する,1785780158.7398615,64
addict,〔受身形で〕（～の）中毒になる（to）；（～に）凝る,1785780161.6610117,64
consist,（～から）成る（of）；（～に）ある（in）,1785781482.3393607,32
gear,用具（一式），器具；歯車；ギア,1785781487.2587035,32
fetch,を（行って）持って［連れて］くる,1785784848.062028,8
sole,唯一の；単独の；独占的な,1785783027.5650117,16
bless,に恩恵を与える；に感謝する,1785784853.572289,8
focus,焦点；関心の的,1785778026.6197555,128
caution,用心；警告,1785784858.157638,8
landscape,風景；領域；状況,1785781491.0717518,32
object,反対する；（...）と言って反対する（that節）,1785780165.174945,64
atmosphere,〔the ～〕大気；雰囲気,1785781494.2663834,32
abuse,乱用；虐待,1785784861.6453514,8
withdraw,を引き出す；を撤回する；撤退する,1785854631.2225862,64
haven,避難所，保護区；港,1785781505.2013872,32
abolish,を廃止する（≒ do away with）,1785785910.473634,2
visual,視覚の；目に見える,1785780168.01825,64
mammal,哺乳動物,1785780170.8859727,64
earnest,まじめな，熱心な,1785780176.575734,64
exceed,を超える；に勝る,1785784865.0619946,8
context,状況，背景；文脈,1785928423.2324882,2
manner,〔～s〕作法；方法；物腰,1785781509.3004372,32
mankind,人類,1785781513.5783007,32
irritate,をいらいらさせる；をひりひりさせる,1785778030.2075014,128
enterprise,企業，事業；企画；進取の気性,1785783035.7280476,16
arise,生じる,1785780179.5286384,64
voluntary,自発的な（⇔ compulsory ⇒ 1384）；無償の,1785780186.2803812,64
dread,をひどく恐れる,1785784875.1147637,8
vacant,空いている,1785781516.822327,32
dictate,を指図する；を書き取らせる；を規定する,1785776755.0349243,256
patent,特許（権）；特許品,1785778041.2542205,128
manufacture,を製造する；をでっち上げる,1785778046.815097,128
decrease,減少する（⇔ increase ⇒ 2）；を減らす,1785780190.2357512,64
offend,の気分を害する；（に）違反する,1785784878.8514223,8
signature,署名；特徴,1785781520.9507136,32
influence,影響（力）,1785780192.6542075,64
embody,を具現する；を包含する,1785784884.1307364,8
drastic,徹底的な，抜本的な；極端な,1785928429.6150854,2
flame,炎；情熱,1785780196.2015605,64
boundary,境界（線）；〔通例～ries〕限界,1785780200.0161047,64
absolute,絶対的な（⇔ relative 相対的な）,1785781524.4061065,32
pure,純粋な；潔白な；まったくの,1785781530.72027,32
aesthetic,美的な；美学の,1785781534.7457142,32
contradict,と矛盾する；に反対意見を言う,1785784889.6569722,8
archaeology,考古学,1785781537.6501205,32
anthropology,人類学,1785928436.1430254,2
contempt,軽蔑；恥辱,1785784893.6010444,8
mourn,（を）悼む（≒ grieve）；（を）嘆く,1785784896.5111334,8
despise,"""をひどく嫌う, 軽蔑する""",1785780206.715038,64
rely,頼る（≒ depend ⇒ 36）,1785785918.9274921,2
chase,（を）追跡する；（を）追求する,1785785922.174339,2
structure,構造；体系；構造物,1785780212.4727104,64
initial,初めの,1785781544.1542573,32
treasure,宝物，財宝；財産,1785780215.6839895,64
bullet,銃弾,1785780218.6475823,64
semester,【主に米】 （2学期制の）学期,1785781547.659711,32
retreat,後退，退却；（計画・決定などの）撤回,1785778057.5652122,128
infection,感染（症）,1785785495.8923976,4
accurate,正確な；精密な,1785785926.1491141,2
casual,何気ない；形式ばらない,1785780221.8898368,64
ban,を（法的に）禁止する；を締め出す,1785780225.2565641,64
forgive,を許す；を免除する,1785776760.2049053,256
proper,適切な；正式の；〔名詞の後ろで〕主要な；（～に）固有の（to）,1785780228.931075,64
violent,（人・気質などが）激しい；暴力的な,1785781551.4648736,32
monitor,を監視する；を傍受する,1785781589.3633513,32
joint,関節；接合（部）,1785928443.9864485,2
gradual,徐々の，緩やかな,1785783088.9340146,16
mobile,可動［移動］式の；流動性のある,1785780231.9526584,64
fraction,わずか（≒ bit），一部；分数,1785784901.341467,8
profit,利益；収益（率）；得,1785781593.7997837,32
tease,（を）からかう；をいじめる,1785783102.1700666,16
faculty,能力、機能；学部；教授陣,1785829407.4049296,8
analysis,分析（結果）（⇔ synthesis ⇒ 1868）,1785781598.0106227,32
release,を放出する；を解放する；を発表する,1785778061.1521206,128
authority,〔通例 the ～ties〕（関係）当局；権威；権限,1785781606.18216,32
biography,伝記,1785780235.7670748,64
produce,を生産する；を取り出す,1785778065.3645349,128
absorb,を吸収する；を併合する；を夢中にさせる,1785780240.1026497,64
amaze,をびっくりさせる,1785928446.4489088,2
dynamic,活動的な、精力的な；動的な（⇔static 静的な）,1785781614.7158377,32
supplement,栄養補助剤，サプリメント；補足,1785783105.7075737,16
juvenile,青少年の,1785928451.0001826,2
attract,を引きつける,1785780244.4903946,64
extraordinary,並はずれた；異常な，驚くべき,1785781633.4187872,32
resist,に抵抗する；〔通例否定文で〕を我慢する,1785780249.1506307,64
concentrate,（を）集中する,1785780253.052014,64
instinct,本能；勘，直感；（自然に起こる）衝動,1785829413.366587,8
cortex,皮質；樹皮,1785783109.8873394,16
hazard,危険（要素）；偶然,1785780256.1869817,64
preserve,を保存する；を保持する；を保護する,1785775869.5238357,1024
bias,偏見；傾向,1785781637.6665637,32
cabinet,〔しばしばthe C-〕内閣；戸棚,1785829418.1758254,8
prescribe,（薬など）を処方する；を規定する,1785928455.516415,2
inherit,を受け継ぐ；を相続する,1785928461.299752,2
suppress,を抑える；を抑圧する,1785784906.0384376,8
feminine,女らしい（⇔ masculine ⇒ 1681）,1785783113.7266586,16
intellect,知性；〔the ～（s）〕知識人,1785781651.35818,32
liver,肝臓,1785781654.215295,32
earn,を稼ぐ；を得る；をもたらす,1785780268.38326,64
sensory,感覚の,1785781657.8970397,32
fragile,壊れやすい；虚弱な,1785780272.806591,64
vulnerable,（攻撃などに）弱い，もろい；傷つきやすい,1785781668.3374412,32
cherish,を大切にする；を心に抱く,1785781678.2251587,32
assume,を当然のことと思う，と仮定する；（権力など）を手に入れる；（責任など）を引き受ける,1785781683.868751,32
